lea_name,lea_id,state,year,homeschool_students
Savannah-Chatham County,1301020,GA,2019-20,1798
Savannah-Chatham County,1301020,GA,2020-21,1972
Savannah-Chatham County,1301020,GA,2021-22,2155
Savannah-Chatham County,1301020,GA,2022-23,1875
Schley County,1304470,GA,2017-18,34
Schley County,1304470,GA,2018-19,39
Schley County,1304470,GA,2019-20,37
Schley County,1304470,GA,2020-21,56
Schley County,1304470,GA,2021-22,61
Schley County,1304470,GA,2022-23,52
Screven County,1304500,GA,2017-18,93
Screven County,1304500,GA,2018-19,122
Screven County,1304500,GA,2019-20,140
Screven County,1304500,GA,2020-21,151
Screven County,1304500,GA,2021-22,205
Screven County,1304500,GA,2022-23,165
Seminole County,1304530,GA,2017-18,41
Seminole County,1304530,GA,2018-19,52
Seminole County,1304530,GA,2019-20,50
Seminole County,1304530,GA,2020-21,52
Seminole County,1304530,GA,2021-22,52
Seminole County,1304530,GA,2022-23,36
Social Circle City,1304540,GA,2017-18,53
Social Circle City,1304540,GA,2018-19,45
Social Circle City,1304540,GA,2019-20,58
Social Circle City,1304540,GA,2020-21,60
Social Circle City,1304540,GA,2021-22,72
Social Circle City,1304540,GA,2022-23,65
State Charter Schools Ii- Academy For Classical Education,1300252,GA,2018-19,5
State Charter Schools Ii- Academy For Classical Education,1300252,GA,2019-20,15
State Charter Schools Ii- Academy For Classical Education,1300252,GA,2020-21,31
State Charter Schools Ii- Academy For Classical Education,1300252,GA,2021-22,87
State Charter Schools Ii- Academy For Classical Education,1300252,GA,2022-23,56
State Charter Schools Ii- Atlanta Heights Charter School,1300221,GA,2020-21,3
State Charter Schools Ii- Atlanta Heights Charter School,1300221,GA,2021-22,6
State Charter Schools Ii- Atlanta Heights Charter School,1300221,GA,2022-23,4
State Charter Schools Ii- Atlanta Smart Academy,1300259,GA,2020-21,8
State Charter Schools Ii- Atlanta Smart Academy,1300259,GA,2021-22,13
State Charter Schools Ii- Atlanta Smart Academy,1300259,GA,2022-23,8
State Charter Schools Ii- Atlanta Unbound Academy,1300261,GA,2021-22,3
State Charter Schools Ii- Baconton Community Charter School,1300256,GA,2019-20,2
State Charter Schools Ii- Baconton Community Charter School,1300256,GA,2020-21,6
State Charter Schools Ii- Baconton Community Charter School,1300256,GA,2021-22,4
State Charter Schools Ii- Baconton Community Charter School,1300256,GA,2022-23,4
State Charter Schools Ii- Brookhaven Innovation Academy,1300242,GA,2020-21,2
State Charter Schools Ii- Brookhaven Innovation Academy,1300242,GA,2021-22,2
State Charter Schools Ii- Brookhaven Innovation Academy,1300242,GA,2022-23,2
State Charter Schools Ii- Cirrus Charter Academy,1300239,GA,2020-21,1
State Charter Schools Ii- Cirrus Charter Academy,1300239,GA,2021-22,1
State Charter Schools Ii- Coweta Charter Academy,1300222,GA,2020-21,10
State Charter Schools Ii- Coweta Charter Academy,1300222,GA,2021-22,9
State Charter Schools Ii- Coweta Charter Academy,1300222,GA,2022-23,9
State Charter Schools Ii- D.e.l.t.a. Steam Academy,1300262,GA,2022-23,3
State Charter Schools Ii- Ethos Classical Charter School,1300255,GA,2021-22,1
State Charter Schools Ii- Fulton Leadership Academy,1300217,GA,2020-21,2
State Charter Schools Ii- Fulton Leadership Academy,1300217,GA,2021-22,10
State Charter Schools Ii- Fulton Leadership Academy,1300217,GA,2022-23,4
State Charter Schools Ii- Furlow Charter School,1300258,GA,2020-21,2
State Charter Schools Ii- Furlow Charter School,1300258,GA,2022-23,4
State Charter Schools Ii- Genesis Innovation Academy For Bo,1300248,GA,2020-21,2
State Charter Schools Ii- Genesis Innovation Academy For Bo,1300248,GA,2022-23,2
State Charter Schools Ii- Genesis Innovation Academy For Boy,1300248,GA,2019-20,1
State Charter Schools Ii- Genesis Innovation Academy For Gi,1300244,GA,2020-21,4
State Charter Schools Ii- Genesis Innovation Academy For Gir,1300244,GA,2019-20,2
State Charter Schools Ii- Georgia Fugees Academy Charter Sc,1300263,GA,2020-21,1
State Charter Schools Ii- International Academy Of Smyrna,1300249,GA,2020-21,2
State Charter Schools Ii- International Academy Of Smyrna,1300249,GA,2022-23,2
State Charter Schools Ii- International Charter Academy Of,1300250,GA,2022-23,3
State Charter Schools Ii- Liberty Tech Charter Academy,1300241,GA,2021-22,2
State Charter Schools Ii- Liberty Tech Charter Academy,1300241,GA,2022-23,4
State Charter Schools Ii- Northwest Classical Academy,1300264,GA,2021-22,4
State Charter Schools Ii- Northwest Classical Academy,1300264,GA,2022-23,3
State Charter Schools Ii- Pataula Charter Academy,1300218,GA,2020-21,7
State Charter Schools Ii- Pataula Charter Academy,1300218,GA,2021-22,14
State Charter Schools Ii- Pataula Charter Academy,1300218,GA,2022-23,7
State Charter Schools Ii- Sail Charter Academy - School For,1300245,GA,2020-21,5
State Charter Schools Ii- Sail Charter Academy - School For,1300245,GA,2022-23,1
State Charter Schools Ii- Southwest Georgia S.t.e.m. Charte,1300243,GA,2021-22,1
State Charter Schools Ii- Southwest Georgia S.t.e.m. Charte,1300243,GA,2022-23,3
State Charter Schools Ii- Spring Creek Charter Academy,1300253,GA,2020-21,2
State Charter Schools Ii- Spring Creek Charter Academy,1300253,GA,2021-22,2
State Charter Schools Ii- Statesboro Steam Academy,1300005,GA,2021-22,1
State Charter Schools Ii- Statesboro Steam Academy,1300005,GA,2022-23,4
State Charter Schools- Cherokee Charter Academy,1300230,GA,2019-20,3
State Charter Schools- Cherokee Charter Academy,1300230,GA,2020-21,17
State Charter Schools- Cherokee Charter Academy,1300230,GA,2021-22,9
State Charter Schools- Cherokee Charter Academy,1300230,GA,2022-23,3
State Charter Schools- Coastal Plains Charter High School -,1300246,GA,2019-20,2
State Charter Schools- Coastal Plains Charter High School -,1300246,GA,2020-21,12
State Charter Schools- Coastal Plains Charter High School -,1300246,GA,2021-22,16
State Charter Schools- Coastal Plains Charter High School -,1300246,GA,2022-23,29
State Charter Schools- Foothills Charter High School (Madiso,1300235,GA,2019-20,12
State Charter Schools- Foothills Charter High School (Madiso,1300235,GA,2020-21,45
State Charter Schools- Foothills Charter High School (Madiso,1300235,GA,2021-22,56
State Charter Schools- Foothills Charter High School (Madiso,1300235,GA,2022-23,60
State Charter Schools- Georgia Connections Academy,1300227,GA,2019-20,23
State Charter Schools- Georgia Connections Academy,1300227,GA,2020-21,33
State Charter Schools- Georgia Connections Academy,1300227,GA,2021-22,45
State Charter Schools- Georgia Connections Academy,1300227,GA,2022-23,57
State Charter Schools- Georgia Cyber Academy,1300232,GA,2018-19,2
State Charter Schools- Georgia Cyber Academy,1300232,GA,2019-20,55
State Charter Schools- Georgia Cyber Academy,1300232,GA,2020-21,172
State Charter Schools- Georgia Cyber Academy,1300232,GA,2021-22,201
State Charter Schools- Georgia Cyber Academy,1300232,GA,2022-23,122
State Charter Schools- Georgia School For Innovation And Th,1300238,GA,2020-21,6
State Charter Schools- Georgia School For Innovation And Th,1300238,GA,2021-22,12
State Charter Schools- Georgia School For Innovation And Th,1300238,GA,2022-23,2
State Charter Schools- International Charter School Of Atla,1300234,GA,2020-21,1
State Charter Schools- International Charter School Of Atla,1300234,GA,2021-22,7
State Charter Schools- Ivy Preparatory Academy- Inc,1300226,GA,2020-21,4
State Charter Schools- Ivy Preparatory Academy- Inc,1300226,GA,2021-22,1
State Charter Schools- Mountain Education Charter High Scho,1300214,GA,2019-20,16
State Charter Schools- Mountain Education Charter High Scho,1300214,GA,2020-21,24
State Charter Schools- Mountain Education Charter High Scho,1300214,GA,2021-22,43
State Charter Schools- Mountain Education Charter High Scho,1300214,GA,2022-23,40
State Charter Schools- Odyssey Charter School,1300023,GA,2020-21,4
State Charter Schools- Odyssey Charter School,1300023,GA,2021-22,2
State Charter Schools- Odyssey School,1300023,GA,2019-20,10
State Charter Schools- Scintilla Charter Academy,1300236,GA,2019-20,1
State Charter Schools- Scintilla Charter Academy,1300236,GA,2020-21,3
State Charter Schools- Scintilla Charter Academy,1300236,GA,2021-22,7
State Charter Schools- Scintilla Charter Academy,1300236,GA,2022-23,2
State Charter Schools- Utopian Academy For The Arts Charter,1300233,GA,2021-22,1
State Schools,1300254,GA,2017-18,24
State Schools,1300254,GA,2018-19,30
State Schools,1300254,GA,2019-20,30
State Schools,1300254,GA,2020-21,8
State Schools,1300254,GA,2021-22,14
State Schools,1300254,GA,2022-23,60
Stephens County,1304560,GA,2017-18,337
Stephens County,1304560,GA,2018-19,285
Stephens County,1304560,GA,2019-20,291
Stephens County,1304560,GA,2020-21,359
Stephens County,1304560,GA,2021-22,342
Stephens County,1304560,GA,2022-23,332
Stewart County,1304590,GA,2017-18,10
Stewart County,1304590,GA,2018-19,23
Stewart County,1304590,GA,2019-20,10
Stewart County,1304590,GA,2020-21,8
Stewart County,1304590,GA,2021-22,15
Stewart County,1304590,GA,2022-23,14
Sumter County,1304620,GA,2017-18,107
Sumter County,1304620,GA,2018-19,122
Sumter County,1304620,GA,2019-20,139
Sumter County,1304620,GA,2020-21,130
Sumter County,1304620,GA,2021-22,134
Sumter County,1304620,GA,2022-23,122
Talbot County,1304650,GA,2017-18,49
Talbot County,1304650,GA,2018-19,62
Talbot County,1304650,GA,2019-20,48
Talbot County,1304650,GA,2020-21,45
Talbot County,1304650,GA,2021-22,54
Talbot County,1304650,GA,2022-23,40
Taliaferro County,1304680,GA,2017-18,22
Taliaferro County,1304680,GA,2018-19,29
Taliaferro County,1304680,GA,2019-20,23
Taliaferro County,1304680,GA,2020-21,19
Taliaferro County,1304680,GA,2021-22,17
Taliaferro County,1304680,GA,2022-23,25
Tattnall County,1304770,GA,2017-18,131
Tattnall County,1304770,GA,2018-19,151
Tattnall County,1304770,GA,2019-20,145
Tattnall County,1304770,GA,2020-21,170
Tattnall County,1304770,GA,2021-22,165
Tattnall County,1304770,GA,2022-23,153
Taylor County,1304800,GA,2017-18,56
Taylor County,1304800,GA,2018-19,51
Taylor County,1304800,GA,2019-20,51
Taylor County,1304800,GA,2020-21,52
Taylor County,1304800,GA,2021-22,78
Taylor County,1304800,GA,2022-23,81
Telfair County,1304830,GA,2017-18,41
Telfair County,1304830,GA,2018-19,49
Telfair County,1304830,GA,2019-20,57
Telfair County,1304830,GA,2020-21,52
Telfair County,1304830,GA,2021-22,64
Telfair County,1304830,GA,2022-23,39
Terrell County,1304860,GA,2017-18,51
Terrell County,1304860,GA,2018-19,70
Terrell County,1304860,GA,2019-20,73
Terrell County,1304860,GA,2020-21,85
Terrell County,1304860,GA,2021-22,69
Terrell County,1304860,GA,2022-23,82
Thomas County,1304890,GA,2017-18,185
Thomas County,1304890,GA,2018-19,184
Thomas County,1304890,GA,2019-20,257
Thomas County,1304890,GA,2020-21,255
Thomas County,1304890,GA,2021-22,245
Thomas County,1304890,GA,2022-23,257
Thomaston-Upson County,1305280,GA,2017-18,204
Thomaston-Upson County,1305280,GA,2018-19,175
Thomaston-Upson County,1305280,GA,2019-20,199
Thomaston-Upson County,1305280,GA,2020-21,224
Thomaston-Upson County,1305280,GA,2021-22,322
Thomaston-Upson County,1305280,GA,2022-23,326
Thomasville City,1304950,GA,2017-18,52
Thomasville City,1304950,GA,2018-19,41
Thomasville City,1304950,GA,2019-20,34
Thomasville City,1304950,GA,2020-21,48
Thomasville City,1304950,GA,2021-22,72
Thomasville City,1304950,GA,2022-23,52
Tift County,1304980,GA,2017-18,250
Tift County,1304980,GA,2018-19,227
Tift County,1304980,GA,2019-20,267
Tift County,1304980,GA,2020-21,295
Tift County,1304980,GA,2021-22,328
Tift County,1304980,GA,2022-23,360
Toombs County,1305040,GA,2017-18,124
Toombs County,1305040,GA,2018-19,117
Toombs County,1305040,GA,2019-20,130
Toombs County,1305040,GA,2020-21,189
Toombs County,1305040,GA,2021-22,187
